tokens,down_kernel,up_kernel,dispatch,us_per_mixer,us_per_graph,gflops,gbps
256,down_m1,up_m8,norm,29.364,2.8,0.0,535.6
256,down_m1,up_m8,down,237.766,23.1,7409.0,51.0
256,down_m1,up_m8,up,105.625,10.2,15883.8,111.7
256,down_m1,up_m8,combine,42.625,4.1,0.0,553.5
256,down_m1,up_m8,block,415.380,40.3,,
256,down_m2,up_m1,norm,29.738,2.9,0.0,528.9
256,down_m2,up_m1,down,301.417,29.2,5844.4,40.2
256,down_m2,up_m1,up,122.660,11.9,13677.8,96.2
256,down_m2,up_m1,combine,34.465,3.3,0.0,684.5
256,down_m2,up_m1,block,488.280,47.4,,
256,down_m2,up_m2,norm,29.294,2.8,0.0,536.9
256,down_m2,up_m2,down,253.081,24.5,6960.6,47.9
256,down_m2,up_m2,up,80.148,7.8,20932.8,147.2
256,down_m2,up_m2,combine,36.990,3.6,0.0,637.8
256,down_m2,up_m2,block,399.513,38.8,,
256,down_m2,up_m4,norm,29.251,2.8,0.0,537.7
256,down_m2,up_m4,down,253.205,24.6,6957.2,47.9
256,down_m2,up_m4,up,84.660,8.2,19817.2,139.3
256,down_m2,up_m4,combine,40.185,3.9,0.0,587.1
256,down_m2,up_m4,block,407.301,39.5,,
256,down_m2,up_m8,norm,29.306,2.8,0.0,536.7
256,down_m2,up_m8,down,252.467,24.5,6977.6,48.0
256,down_m2,up_m8,up,105.762,10.3,15863.2,111.5
256,down_m2,up_m8,combine,42.700,4.1,0.0,552.5
256,down_m2,up_m8,block,430.235,41.7,,
256,down_m4,up_m1,norm,29.757,2.9,0.0,528.6
256,down_m4,up_m1,down,302.267,29.3,5828.0,40.1
256,down_m4,up_m1,up,123.101,11.9,13628.8,95.8
256,down_m4,up_m1,combine,34.550,3.4,0.0,682.9
256,down_m4,up_m1,block,489.675,47.5,,
256,down_m4,up_m2,norm,29.360,2.8,0.0,535.7
256,down_m4,up_m2,down,301.967,29.3,5833.8,40.2
256,down_m4,up_m2,up,79.527,7.7,21096.3,148.3
256,down_m4,up_m2,combine,37.867,3.7,0.0,623.0
