tokens,up_kernel,down_kernel,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
2048,m1,w4m1,399,2432,38912,608,38912,combine,1391.596,66.8,0.0,180.8
2048,m1,w4m1,399,2432,38912,608,38912,block,37614.199,1805.5,,
2048,m2,m1,399,901,28832,1802,28832,router,169.994,8.2,31643.4,77.1
2048,m2,m1,399,901,28832,1802,28832,route,49.301,2.4,0.0,0.0
2048,m2,m1,399,901,28832,1802,28832,perm.up,64.602,3.1,0.0,0.0
2048,m2,m1,399,901,28832,1802,28832,perm.down,63.632,3.1,0.0,0.0
2048,m2,m1,399,901,28832,1802,28832,up,15688.985,753.1,12043.7,46.9
2048,m2,m1,399,901,28832,1802,28832,down,6643.695,318.9,14220.5,73.8
2048,m2,m1,399,901,28832,1802,28832,shexp.up,953.211,45.8,14080.6,3.7
2048,m2,m1,399,901,28832,1802,28832,shexp.down,420.647,20.2,15953.7,4.1
2048,m2,m1,399,901,28832,1802,28832,combine,1394.946,67.0,0.0,180.4
2048,m2,m1,399,901,28832,1802,28832,block,25449.013,1221.6,,
2048,m2,m2,399,901,28832,901,28832,router,167.341,8.0,32145.1,78.4
2048,m2,m2,399,901,28832,901,28832,route,48.973,2.4,0.0,0.0
2048,m2,m2,399,901,28832,901,28832,perm.up,63.664,3.1,0.0,0.0
2048,m2,m2,399,901,28832,901,28832,perm.down,61.051,2.9,0.0,0.0
2048,m2,m2,399,901,28832,901,28832,up,15786.755,757.8,11969.1,46.6
2048,m2,m2,399,901,28832,901,28832,down,5486.728,263.4,17219.1,89.4
2048,m2,m2,399,901,28832,901,28832,shexp.up,960.256,46.1,13977.3,3.6
2048,m2,m2,399,901,28832,901,28832,shexp.down,278.296,13.4,24114.2,6.3
2048,m2,m2,399,901,28832,901,28832,combine,1403.987,67.4,0.0,179.2
2048,m2,m2,399,901,28832,901,28832,block,24257.051,1164.3,,
2048,m2,m4,399,1216,38912,608,38912,router,170.796,8.2,31494.9,76.8
2048,m2,m4,399,1216,38912,608,38912,route,49.478,2.4,0.0,0.0
2048,m2,m4,399,1216,38912,608,38912,perm.up,66.053,3.2,0.0,0.0
