tokens,up_kernel,down_kernel,shexp_kernels,experts_touched,up_tiles,up_rows_exec,down_tiles,down_rows_exec,dispatch,us_per_layer,ms_per_graph,gflops,weight_gbps
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,router,4.334,0.2,606.0,607.2
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,router.sum,0.827,0.0,0.0,0.0
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,route,5.803,0.3,0.0,0.0
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,perm.up,3.061,0.1,0.0,0.0
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,perm.down,2.992,0.1,0.0,0.0
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,up,514.820,24.7,8147.1,35.8
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,down,121.285,5.8,17291.1,101.3
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,shexp.up,31.718,1.5,206.6,109.8
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,shexp.down,16.589,0.8,197.5,104.9
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,combine,2.715,0.1,0.0,45.3
1,w2m1,w4m1/k40,v64w4/v32w4,10,20,640,10,640,block,704.144,33.8,,
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,router,4.295,0.2,611.5,612.7
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,router.sum,0.818,0.0,0.0,0.0
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,route,5.803,0.3,0.0,0.0
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,perm.up,3.001,0.1,0.0,0.0
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,perm.down,3.183,0.2,0.0,0.0
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,up,321.466,15.4,13047.4,57.3
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,down,126.341,6.1,16599.1,97.3
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,shexp.up,32.913,1.6,199.1,105.8
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,shexp.down,16.975,0.8,193.0,102.6
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,combine,2.767,0.1,0.0,44.4
1,w4m1,m1/k40,v64w4/v32w4,10,10,640,40,640,block,517.562,24.8,,
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,router,4.553,0.2,576.9,578.0
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,router.sum,0.823,0.0,0.0,0.0
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,route,5.791,0.3,0.0,0.0
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,perm.up,2.993,0.1,0.0,0.0
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,perm.down,3.049,0.1,0.0,0.0
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,up,321.821,15.4,13033.0,57.3
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,down,110.877,5.3,18914.2,110.8
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,shexp.up,31.652,1.5,207.1,110.0
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,shexp.down,16.760,0.8,195.5,103.9
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,combine,2.792,0.1,0.0,44.0
1,w4m1,m2/k40,v64w4/v32w4,10,10,640,20,640,block,501.111,24.1,,
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,router,4.458,0.2,589.2,590.3
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,router.sum,0.815,0.0,0.0,0.0
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,route,5.789,0.3,0.0,0.0
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,perm.up,2.993,0.1,0.0,0.0
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,up,323.661,15.5,12958.9,56.9
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,down,98.704,4.7,21246.9,124.5
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,shexp.up,32.481,1.6,201.8,107.2
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,shexp.down,16.677,0.8,196.5,104.4
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,combine,2.689,0.1,0.0,45.7
1,w4m1,m4/k40,v64w4/v32w4,10,10,640,10,640,block,488.267,23.4,,
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,router,4.320,0.2,608.0,609.2
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,router.sum,0.812,0.0,0.0,0.0
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,route,5.792,0.3,0.0,0.0
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,perm.up,3.001,0.1,0.0,0.0
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,perm.down,3.049,0.1,0.0,0.0
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,up,321.715,15.4,13037.3,57.3
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,down,131.400,6.3,15960.1,93.5
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,shexp.up,32.312,1.6,202.8,107.7
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,shexp.down,16.599,0.8,197.4,104.9
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,combine,2.688,0.1,0.0,45.7
1,w4m1,w2m1/k40,v64w4/v32w4,10,10,640,20,640,block,521.688,25.0,,
1,w4m1,w4m1/k40,v64w4/v32w4,10,10,640,10,640,router,4.297,0.2,611.3,612.4
1,w4m1,w4m1/k40,v64w4/v32w4,10,10,640,10,640,router.sum,0.817,0.0,0.0,0.0
1,w4m1,w4m1/k40,v64w4/v32w4,10,10,640,10,640,route,5.789,0.3,0.0,0.0
1,w4m1,w4m1/k40,v64w4/v32w4,10,10,640,10,640,perm.up,3.000,0.1,0.0,0.0
